Time,SpO2(%),Pulse Rate(bpm),Motion,SpO2 Reminder,PR Reminder,Unnamed: 6
"06:01:42AM Feb 7, 2022",97,74,0,0,0,
"06:01:46AM Feb 7, 2022",97,65,0,0,0,
"06:01:50AM Feb 7, 2022",97,63,0,0,0,
"06:01:54AM Feb 7, 2022",97,67,0,0,0,
"06:01:58AM Feb 7, 2022",97,74,0,0,0,
"06:02:02AM Feb 7, 2022",97,75,0,0,0,
"06:02:06AM Feb 7, 2022",97,75,0,0,0,
"06:02:10AM Feb 7, 2022",97,74,0,0,0,
"06:02:14AM Feb 7, 2022",97,73,0,0,0,
"06:02:18AM Feb 7, 2022",97,78,0,0,0,
"06:02:22AM Feb 7, 2022",97,69,0,0,0,
"06:02:26AM Feb 7, 2022",97,66,0,0,0,
"06:02:30AM Feb 7, 2022",97,70,0,0,0,
"06:02:34AM Feb 7, 2022",97,68,0,0,0,
"06:02:38AM Feb 7, 2022",97,72,0,0,0,
"06:02:42AM Feb 7, 2022",97,75,0,0,0,
"06:02:46AM Feb 7, 2022",97,76,0,0,0,
"06:02:50AM Feb 7, 2022",97,70,0,0,0,
"06:02:54AM Feb 7, 2022",96,69,0,0,0,
"06:02:58AM Feb 7, 2022",96,72,0,0,0,
"06:03:02AM Feb 7, 2022",96,73,0,0,0,
"06:03:06AM Feb 7, 2022",97,71,0,0,0,
"06:03:10AM Feb 7, 2022",97,73,0,0,0,
"06:03:14AM Feb 7, 2022",97,71,0,0,0,
"06:03:18AM Feb 7, 2022",96,71,0,0,0,
"06:03:22AM Feb 7, 2022",96,77,0,0,0,
"06:03:26AM Feb 7, 2022",96,78,0,0,0,
"06:03:30AM Feb 7, 2022",96,71,0,0,0,
"06:03:34AM Feb 7, 2022",96,74,0,0,0,
"06:03:38AM Feb 7, 2022",96,77,0,0,0,
"06:03:42AM Feb 7, 2022",96,74,0,0,0,
"06:03:46AM Feb 7, 2022",96,74,0,0,0,
"06:03:50AM Feb 7, 2022",96,73,0,0,0,
"06:03:54AM Feb 7, 2022",96,71,0,0,0,
"06:03:58AM Feb 7, 2022",96,73,0,0,0,
"06:04:02AM Feb 7, 2022",96,76,0,0,0,
"06:04:06AM Feb 7, 2022",96,78,0,0,0,
"06:04:10AM Feb 7, 2022",96,75,0,0,0,
"06:04:14AM Feb 7, 2022",96,70,0,0,0,
"06:04:18AM Feb 7, 2022",96,70,0,0,0,
"06:04:22AM Feb 7, 2022",96,77,0,0,0,
"06:04:26AM Feb 7, 2022",96,77,0,0,0,
"06:04:30AM Feb 7, 2022",96,71,0,0,0,
"06:04:34AM Feb 7, 2022",96,71,0,0,0,
"06:04:38AM Feb 7, 2022",96,74,0,0,0,
"06:04:42AM Feb 7, 2022",96,77,0,0,0,
"06:04:46AM Feb 7, 2022",96,77,0,0,0,
"06:04:50AM Feb 7, 2022",96,64,0,0,0,
"06:04:54AM Feb 7, 2022",96,62,0,0,0,
"06:04:58AM Feb 7, 2022",96,71,0,0,0,
"06:05:02AM Feb 7, 2022",96,75,0,0,0,
"06:05:06AM Feb 7, 2022",96,70,0,0,0,
"06:05:10AM Feb 7, 2022",96,66,0,0,0,
"06:05:14AM Feb 7, 2022",96,70,0,0,0,
"06:05:18AM Feb 7, 2022",96,69,0,0,0,
"06:05:22AM Feb 7, 2022",96,70,0,0,0,
"06:05:26AM Feb 7, 2022",97,67,0,0,0,
"06:05:30AM Feb 7, 2022",97,68,0,0,0,
"06:05:34AM Feb 7, 2022",97,73,0,0,0,
"06:05:38AM Feb 7, 2022",97,74,0,0,0,
"06:05:42AM Feb 7, 2022",97,74,0,0,0,
"06:05:46AM Feb 7, 2022",97,77,0,0,0,
"06:05:50AM Feb 7, 2022",96,75,0,0,0,
"06:05:54AM Feb 7, 2022",96,73,0,0,0,
"06:05:58AM Feb 7, 2022",96,71,0,0,0,
"06:06:02AM Feb 7, 2022",96,72,0,0,0,
"06:06:06AM Feb 7, 2022",97,76,0,0,0,
"06:06:10AM Feb 7, 2022",97,72,0,0,0,
"06:06:14AM Feb 7, 2022",96,65,0,0,0,
"06:06:18AM Feb 7, 2022",96,72,0,0,0,
"06:06:22AM Feb 7, 2022",96,72,0,0,0,
"06:06:26AM Feb 7, 2022",96,74,0,0,0,
"06:06:30AM Feb 7, 2022",96,71,0,0,0,
"06:06:34AM Feb 7, 2022",96,66,0,0,0,
"06:06:38AM Feb 7, 2022",96,72,0,0,0,
"06:06:42AM Feb 7, 2022",96,80,0,0,0,
"06:06:46AM Feb 7, 2022",96,78,0,0,0,
"06:06:50AM Feb 7, 2022",96,78,54,0,0,
"06:06:54AM Feb 7, 2022",96,78,89,0,0,
"06:06:58AM Feb 7, 2022",96,78,9,0,0,
"06:07:02AM Feb 7, 2022",96,78,1,0,0,
"06:07:06AM Feb 7, 2022",96,79,0,0,0,
"06:07:10AM Feb 7, 2022",96,79,0,0,0,
"06:07:14AM Feb 7, 2022",96,75,1,0,0,
"06:07:18AM Feb 7, 2022",96,73,0,0,0,
"06:07:22AM Feb 7, 2022",96,73,0,0,0,
"06:07:26AM Feb 7, 2022",97,67,0,0,0,
"06:07:30AM Feb 7, 2022",97,67,0,0,0,
"06:07:34AM Feb 7, 2022",97,63,2,0,0,
"06:07:38AM Feb 7, 2022",97,63,10,0,0,
"06:07:42AM Feb 7, 2022",97,63,42,0,0,
"06:07:46AM Feb 7, 2022",97,63,47,0,0,
"06:07:50AM Feb 7, 2022",97,63,37,0,0,
"06:07:54AM Feb 7, 2022",97,63,9,0,0,
"06:07:58AM Feb 7, 2022",97,63,1,0,0,
"06:08:02AM Feb 7, 2022",97,63,0,0,0,
"06:08:06AM Feb 7, 2022",98,67,0,0,0,
"06:08:10AM Feb 7, 2022",98,79,0,0,0,
"06:08:14AM Feb 7, 2022",98,81,0,0,0,
"06:08:18AM Feb 7, 2022",98,83,0,0,0,
"06:08:22AM Feb 7, 2022",98,80,0,0,0,
"06:08:26AM Feb 7, 2022",98,78,2,0,0,
"06:08:30AM Feb 7, 2022",98,79,0,0,0,
"06:08:34AM Feb 7, 2022",98,74,0,0,0,
"06:08:38AM Feb 7, 2022",98,69,0,0,0,
"06:08:42AM Feb 7, 2022",98,72,0,0,0,
"06:08:46AM Feb 7, 2022",98,78,0,0,0,
"06:08:50AM Feb 7, 2022",98,76,0,0,0,
"06:08:54AM Feb 7, 2022",98,73,0,0,0,
"06:08:58AM Feb 7, 2022",97,71,0,0,0,
"06:09:02AM Feb 7, 2022",98,69,0,0,0,
"06:09:06AM Feb 7, 2022",98,65,0,0,0,
"06:09:10AM Feb 7, 2022",98,67,0,0,0,
"06:09:14AM Feb 7, 2022",98,71,0,0,0,
"06:09:18AM Feb 7, 2022",98,68,0,0,0,
"06:09:22AM Feb 7, 2022",98,63,0,0,0,
"06:09:26AM Feb 7, 2022",98,70,0,0,0,
"06:09:30AM Feb 7, 2022",97,74,0,0,0,
"06:09:34AM Feb 7, 2022",97,75,0,0,0,
"06:09:38AM Feb 7, 2022",97,74,0,0,0,
"06:09:42AM Feb 7, 2022",97,65,0,0,0,
"06:09:46AM Feb 7, 2022",97,63,0,0,0,
"06:09:50AM Feb 7, 2022",98,69,0,0,0,
"06:09:54AM Feb 7, 2022",97,74,0,0,0,
"06:09:58AM Feb 7, 2022",97,78,0,0,0,
"06:10:02AM Feb 7, 2022",97,75,0,0,0,
"06:10:06AM Feb 7, 2022",97,72,0,0,0,
"06:10:10AM Feb 7, 2022",97,66,0,0,0,
"06:10:14AM Feb 7, 2022",97,64,0,0,0,
"06:10:18AM Feb 7, 2022",97,64,0,0,0,
"06:10:22AM Feb 7, 2022",97,60,0,0,0,
"06:10:26AM Feb 7, 2022",97,64,0,0,0,
"06:10:30AM Feb 7, 2022",97,64,0,0,0,
"06:10:34AM Feb 7, 2022",97,62,0,0,0,
"06:10:38AM Feb 7, 2022",97,61,0,0,0,
"06:10:42AM Feb 7, 2022",97,70,1,0,0,
"06:10:46AM Feb 7, 2022",98,71,0,0,0,
"06:10:50AM Feb 7, 2022",98,70,0,0,0,
"06:10:54AM Feb 7, 2022",98,70,0,0,0,
"06:10:58AM Feb 7, 2022",97,67,0,0,0,
"06:11:02AM Feb 7, 2022",97,67,0,0,0,
"06:11:06AM Feb 7, 2022",97,69,0,0,0,
"06:11:10AM Feb 7, 2022",97,73,0,0,0,
"06:11:14AM Feb 7, 2022",97,72,0,0,0,
"06:11:18AM Feb 7, 2022",97,71,0,0,0,
"06:11:22AM Feb 7, 2022",97,72,0,0,0,
"06:11:26AM Feb 7, 2022",97,71,0,0,0,
"06:11:30AM Feb 7, 2022",97,67,0,0,0,
"06:11:34AM Feb 7, 2022",97,67,0,0,0,
"06:11:38AM Feb 7, 2022",97,70,0,0,0,
"06:11:42AM Feb 7, 2022",97,72,0,0,0,
"06:11:46AM Feb 7, 2022",97,76,0,0,0,
"06:11:50AM Feb 7, 2022",97,75,0,0,0,
"06:11:54AM Feb 7, 2022",97,71,0,0,0,
"06:11:58AM Feb 7, 2022",97,67,0,0,0,
"06:12:02AM Feb 7, 2022",97,67,0,0,0,
"06:12:06AM Feb 7, 2022",97,70,0,0,0,
"06:12:10AM Feb 7, 2022",97,63,0,0,0,
"06:12:14AM Feb 7, 2022",97,63,0,0,0,
"06:12:18AM Feb 7, 2022",97,65,0,0,0,
"06:12:22AM Feb 7, 2022",97,71,0,0,0,
"06:12:26AM Feb 7, 2022",97,78,0,0,0,
"06:12:30AM Feb 7, 2022",97,74,0,0,0,
"06:12:34AM Feb 7, 2022",97,73,0,0,0,
"06:12:38AM Feb 7, 2022",97,73,0,0,0,
"06:12:42AM Feb 7, 2022",97,71,1,0,0,
"06:12:46AM Feb 7, 2022",97,74,0,0,0,
"06:12:50AM Feb 7, 2022",97,75,1,0,0,
"06:12:54AM Feb 7, 2022",97,75,0,0,0,
"06:12:58AM Feb 7, 2022",97,72,1,0,0,
"06:13:02AM Feb 7, 2022",97,67,0,0,0,
"06:13:06AM Feb 7, 2022",97,63,0,0,0,
"06:13:10AM Feb 7, 2022",97,65,1,0,0,
"06:13:14AM Feb 7, 2022",97,75,0,0,0,
"06:13:18AM Feb 7, 2022",97,81,0,0,0,
"06:13:22AM Feb 7, 2022",97,74,0,0,0,
"06:13:26AM Feb 7, 2022",97,74,1,0,0,
"06:13:30AM Feb 7, 2022",97,75,0,0,0,
"06:13:34AM Feb 7, 2022",97,70,0,0,0,
"06:13:38AM Feb 7, 2022",97,69,0,0,0,
"06:13:42AM Feb 7, 2022",97,74,0,0,0,
"06:13:46AM Feb 7, 2022",97,77,0,0,0,
"06:13:50AM Feb 7, 2022",97,72,0,0,0,
"06:13:54AM Feb 7, 2022",97,73,0,0,0,
"06:13:58AM Feb 7, 2022",97,74,0,0,0,
"06:14:02AM Feb 7, 2022",97,74,0,0,0,
"06:14:06AM Feb 7, 2022",97,63,0,0,0,
"06:14:10AM Feb 7, 2022",97,69,0,0,0,
"06:14:14AM Feb 7, 2022",97,70,0,0,0,
"06:14:18AM Feb 7, 2022",97,72,0,0,0,
"06:14:22AM Feb 7, 2022",97,73,0,0,0,
"06:14:26AM Feb 7, 2022",97,71,0,0,0,
"06:14:30AM Feb 7, 2022",97,69,0,0,0,
"06:14:34AM Feb 7, 2022",97,69,0,0,0,
"06:14:38AM Feb 7, 2022",97,72,0,0,0,
"06:14:42AM Feb 7, 2022",97,71,0,0,0,
"06:14:46AM Feb 7, 2022",97,72,0,0,0,
"06:14:50AM Feb 7, 2022",97,73,0,0,0,
"06:14:54AM Feb 7, 2022",97,72,0,0,0,
"06:14:58AM Feb 7, 2022",97,77,0,0,0,
"06:15:02AM Feb 7, 2022",97,75,1,0,0,
"06:15:06AM Feb 7, 2022",97,72,0,0,0,
"06:15:10AM Feb 7, 2022",97,70,0,0,0,
"06:15:14AM Feb 7, 2022",97,75,0,0,0,
"06:15:18AM Feb 7, 2022",97,77,0,0,0,
"06:15:22AM Feb 7, 2022",97,80,0,0,0,
"06:15:26AM Feb 7, 2022",97,76,0,0,0,
"06:15:30AM Feb 7, 2022",96,70,0,0,0,
"06:15:34AM Feb 7, 2022",96,73,1,0,0,
"06:15:38AM Feb 7, 2022",96,65,1,0,0,
"06:15:42AM Feb 7, 2022",96,67,0,0,0,
"06:15:46AM Feb 7, 2022",96,66,0,0,0,
"06:15:50AM Feb 7, 2022",96,69,0,0,0,
"06:15:54AM Feb 7, 2022",96,70,0,0,0,
"06:15:58AM Feb 7, 2022",97,67,0,0,0,
"06:16:02AM Feb 7, 2022",96,64,0,0,0,
"06:16:06AM Feb 7, 2022",96,67,1,0,0,
"06:16:10AM Feb 7, 2022",97,71,0,0,0,
"06:16:14AM Feb 7, 2022",97,67,0,0,0,
"06:16:18AM Feb 7, 2022",96,68,0,0,0,
"06:16:22AM Feb 7, 2022",96,68,0,0,0,
"06:16:26AM Feb 7, 2022",96,69,1,0,0,
"06:16:30AM Feb 7, 2022",96,73,0,0,0,
"06:16:34AM Feb 7, 2022",97,76,0,0,0,
"06:16:38AM Feb 7, 2022",97,73,0,0,0,
"06:16:42AM Feb 7, 2022",96,77,0,0,0,
"06:16:46AM Feb 7, 2022",96,76,0,0,0,
"06:16:50AM Feb 7, 2022",96,73,0,0,0,
"06:16:54AM Feb 7, 2022",96,66,0,0,0,
"06:16:58AM Feb 7, 2022",96,57,0,0,0,
"06:17:02AM Feb 7, 2022",96,64,0,0,0,
"06:17:06AM Feb 7, 2022",96,68,0,0,0,
"06:17:10AM Feb 7, 2022",96,68,0,0,0,
"06:17:14AM Feb 7, 2022",96,74,0,0,0,
"06:17:18AM Feb 7, 2022",96,76,0,0,0,
"06:17:22AM Feb 7, 2022",96,69,0,0,0,
"06:17:26AM Feb 7, 2022",96,68,0,0,0,
"06:17:30AM Feb 7, 2022",96,71,0,0,0,
"06:17:34AM Feb 7, 2022",96,69,0,0,0,
"06:17:38AM Feb 7, 2022",96,70,0,0,0,
"06:17:42AM Feb 7, 2022",96,64,0,0,0,
"06:17:46AM Feb 7, 2022",96,66,0,0,0,
"06:17:50AM Feb 7, 2022",96,73,0,0,0,
"06:17:54AM Feb 7, 2022",96,71,0,0,0,
"06:17:58AM Feb 7, 2022",96,70,0,0,0,
"06:18:02AM Feb 7, 2022",96,69,0,0,0,
"06:18:06AM Feb 7, 2022",96,69,0,0,0,
"06:18:10AM Feb 7, 2022",96,68,0,0,0,
"06:18:14AM Feb 7, 2022",96,74,0,0,0,
"06:18:18AM Feb 7, 2022",96,72,0,0,0,
"06:18:22AM Feb 7, 2022",96,74,0,0,0,
"06:18:26AM Feb 7, 2022",96,70,0,0,0,
"06:18:30AM Feb 7, 2022",96,74,0,0,0,
"06:18:34AM Feb 7, 2022",96,73,0,0,0,
"06:18:38AM Feb 7, 2022",96,70,1,0,0,
"06:18:42AM Feb 7, 2022",96,71,0,0,0,
"06:18:46AM Feb 7, 2022",96,77,0,0,0,
"06:18:50AM Feb 7, 2022",96,72,0,0,0,
"06:18:54AM Feb 7, 2022",96,68,0,0,0,
"06:18:58AM Feb 7, 2022",96,68,0,0,0,
"06:19:02AM Feb 7, 2022",96,72,0,0,0,
"06:19:06AM Feb 7, 2022",96,74,0,0,0,
"06:19:10AM Feb 7, 2022",96,73,0,0,0,
"06:19:14AM Feb 7, 2022",96,75,1,0,0,
"06:19:18AM Feb 7, 2022",96,78,0,0,0,
"06:19:22AM Feb 7, 2022",96,71,0,0,0,
"06:19:26AM Feb 7, 2022",96,64,0,0,0,
"06:19:30AM Feb 7, 2022",96,62,0,0,0,
"06:19:34AM Feb 7, 2022",96,72,0,0,0,
"06:19:38AM Feb 7, 2022",96,68,0,0,0,
"06:19:42AM Feb 7, 2022",96,67,0,0,0,
"06:19:46AM Feb 7, 2022",96,65,0,0,0,
"06:19:50AM Feb 7, 2022",96,69,1,0,0,
"06:19:54AM Feb 7, 2022",96,75,0,0,0,
"06:19:58AM Feb 7, 2022",96,73,0,0,0,
"06:20:02AM Feb 7, 2022",97,70,0,0,0,
"06:20:06AM Feb 7, 2022",97,71,0,0,0,
"06:20:10AM Feb 7, 2022",97,70,0,0,0,
"06:20:14AM Feb 7, 2022",97,70,0,0,0,
"06:20:18AM Feb 7, 2022",97,63,0,0,0,
"06:20:22AM Feb 7, 2022",97,69,0,0,0,
"06:20:26AM Feb 7, 2022",97,73,0,0,0,
"06:20:30AM Feb 7, 2022",97,65,0,0,0,
"06:20:34AM Feb 7, 2022",97,64,0,0,0,
"06:20:38AM Feb 7, 2022",97,67,0,0,0,
"06:20:42AM Feb 7, 2022",97,76,0,0,0,
"06:20:46AM Feb 7, 2022",97,69,1,0,0,
"06:20:50AM Feb 7, 2022",96,65,0,0,0,
"06:20:54AM Feb 7, 2022",97,63,0,0,0,
"06:20:58AM Feb 7, 2022",97,64,0,0,0,
"06:21:02AM Feb 7, 2022",97,66,0,0,0,
"06:21:06AM Feb 7, 2022",97,69,0,0,0,
"06:21:10AM Feb 7, 2022",97,68,0,0,0,
"06:21:14AM Feb 7, 2022",97,65,0,0,0,
"06:21:18AM Feb 7, 2022",97,69,0,0,0,
"06:21:22AM Feb 7, 2022",97,71,0,0,0,
"06:21:26AM Feb 7, 2022",97,70,0,0,0,
"06:21:30AM Feb 7, 2022",97,68,0,0,0,
"06:21:34AM Feb 7, 2022",97,80,1,0,0,
"06:21:38AM Feb 7, 2022",97,81,0,0,0,
"06:21:42AM Feb 7, 2022",97,63,1,0,0,
"06:21:46AM Feb 7, 2022",97,57,0,0,0,
"06:21:50AM Feb 7, 2022",97,62,0,0,0,
"06:21:54AM Feb 7, 2022",97,68,0,0,0,
"06:21:58AM Feb 7, 2022",97,74,0,0,0,
"06:22:02AM Feb 7, 2022",97,70,0,0,0,
"06:22:06AM Feb 7, 2022",97,67,0,0,0,
"06:22:10AM Feb 7, 2022",97,74,0,0,0,
"06:22:14AM Feb 7, 2022",97,75,0,0,0,
"06:22:18AM Feb 7, 2022",97,74,0,0,0,
"06:22:22AM Feb 7, 2022",97,71,1,0,0,
"06:22:26AM Feb 7, 2022",97,72,0,0,0,
"06:22:30AM Feb 7, 2022",97,74,0,0,0,
"06:22:34AM Feb 7, 2022",97,72,0,0,0,
"06:22:38AM Feb 7, 2022",96,65,0,0,0,
"06:22:42AM Feb 7, 2022",96,66,0,0,0,
"06:22:46AM Feb 7, 2022",96,63,0,0,0,
"06:22:50AM Feb 7, 2022",97,70,0,0,0,
"06:22:54AM Feb 7, 2022",97,73,0,0,0,
"06:22:58AM Feb 7, 2022",97,76,0,0,0,
"06:23:02AM Feb 7, 2022",97,73,0,0,0,
"06:23:06AM Feb 7, 2022",97,73,1,0,0,
"06:23:10AM Feb 7, 2022",97,70,0,0,0,
"06:23:14AM Feb 7, 2022",97,68,0,0,0,
"06:23:18AM Feb 7, 2022",97,72,0,0,0,
"06:23:22AM Feb 7, 2022",97,73,0,0,0,
"06:23:26AM Feb 7, 2022",97,73,0,0,0,
"06:23:30AM Feb 7, 2022",97,74,0,0,0,
"06:23:34AM Feb 7, 2022",97,70,0,0,0,
"06:23:38AM Feb 7, 2022",97,63,0,0,0,
"06:23:42AM Feb 7, 2022",97,70,0,0,0,
"06:23:46AM Feb 7, 2022",97,75,0,0,0,
"06:23:50AM Feb 7, 2022",97,72,0,0,0,
"06:23:54AM Feb 7, 2022",97,69,0,0,0,
"06:23:58AM Feb 7, 2022",97,74,0,0,0,
"06:24:02AM Feb 7, 2022",97,73,0,0,0,
"06:24:06AM Feb 7, 2022",97,68,0,0,0,
"06:24:10AM Feb 7, 2022",97,68,0,0,0,
"06:24:14AM Feb 7, 2022",97,70,0,0,0,
"06:24:18AM Feb 7, 2022",97,70,0,0,0,
"06:24:22AM Feb 7, 2022",97,71,0,0,0,
"06:24:26AM Feb 7, 2022",97,68,0,0,0,
"06:24:30AM Feb 7, 2022",97,71,0,0,0,
"06:24:34AM Feb 7, 2022",97,69,0,0,0,
"06:24:38AM Feb 7, 2022",97,65,0,0,0,
"06:24:42AM Feb 7, 2022",97,72,0,0,0,
"06:24:46AM Feb 7, 2022",97,77,0,0,0,
"06:24:50AM Feb 7, 2022",97,74,0,0,0,
"06:24:54AM Feb 7, 2022",97,69,0,0,0,
"06:24:58AM Feb 7, 2022",97,69,0,0,0,
"06:25:02AM Feb 7, 2022",97,64,0,0,0,
"06:25:06AM Feb 7, 2022",97,70,0,0,0,
"06:25:10AM Feb 7, 2022",97,68,0,0,0,
"06:25:14AM Feb 7, 2022",97,67,0,0,0,
"06:25:18AM Feb 7, 2022",97,72,0,0,0,
"06:25:22AM Feb 7, 2022",97,74,0,0,0,
"06:25:26AM Feb 7, 2022",97,74,0,0,0,
"06:25:30AM Feb 7, 2022",97,74,0,0,0,
"06:25:34AM Feb 7, 2022",97,69,0,0,0,
"06:25:38AM Feb 7, 2022",97,72,0,0,0,
"06:25:42AM Feb 7, 2022",97,74,0,0,0,
"06:25:46AM Feb 7, 2022",97,75,0,0,0,
"06:25:50AM Feb 7, 2022",97,75,0,0,0,
"06:25:54AM Feb 7, 2022",97,71,0,0,0,
"06:25:58AM Feb 7, 2022",97,68,0,0,0,
"06:26:02AM Feb 7, 2022",97,72,0,0,0,
"06:26:06AM Feb 7, 2022",97,76,0,0,0,
"06:26:10AM Feb 7, 2022",97,69,0,0,0,
"06:26:14AM Feb 7, 2022",97,65,0,0,0,
"06:26:18AM Feb 7, 2022",97,67,0,0,0,
"06:26:22AM Feb 7, 2022",97,69,0,0,0,
"06:26:26AM Feb 7, 2022",97,69,0,0,0,
"06:26:30AM Feb 7, 2022",97,67,0,0,0,
"06:26:34AM Feb 7, 2022",97,74,0,0,0,
"06:26:38AM Feb 7, 2022",97,74,0,0,0,
"06:26:42AM Feb 7, 2022",97,79,0,0,0,
"06:26:46AM Feb 7, 2022",97,77,0,0,0,
"06:26:50AM Feb 7, 2022",97,70,0,0,0,
"06:26:54AM Feb 7, 2022",97,63,0,0,0,
"06:26:58AM Feb 7, 2022",97,64,0,0,0,
"06:27:02AM Feb 7, 2022",97,68,0,0,0,
"06:27:06AM Feb 7, 2022",97,66,0,0,0,
"06:27:10AM Feb 7, 2022",97,67,0,0,0,
"06:27:14AM Feb 7, 2022",97,67,0,0,0,
"06:27:18AM Feb 7, 2022",97,66,0,0,0,
"06:27:22AM Feb 7, 2022",97,72,0,0,0,
"06:27:26AM Feb 7, 2022",97,74,0,0,0,
"06:27:30AM Feb 7, 2022",97,72,0,0,0,
"06:27:34AM Feb 7, 2022",97,69,0,0,0,
"06:27:38AM Feb 7, 2022",97,68,0,0,0,
"06:27:42AM Feb 7, 2022",97,70,0,0,0,
"06:27:46AM Feb 7, 2022",97,72,0,0,0,
"06:27:50AM Feb 7, 2022",97,73,0,0,0,
"06:27:54AM Feb 7, 2022",97,74,0,0,0,
"06:27:58AM Feb 7, 2022",97,70,0,0,0,
"06:28:02AM Feb 7, 2022",97,67,0,0,0,
"06:28:06AM Feb 7, 2022",97,74,0,0,0,
"06:28:10AM Feb 7, 2022",97,78,0,0,0,
"06:28:14AM Feb 7, 2022",96,77,0,0,0,
"06:28:18AM Feb 7, 2022",97,71,0,0,0,
"06:28:22AM Feb 7, 2022",97,67,0,0,0,
"06:28:26AM Feb 7, 2022",97,67,0,0,0,
"06:28:30AM Feb 7, 2022",97,70,0,0,0,
"06:28:34AM Feb 7, 2022",97,70,0,0,0,
"06:28:38AM Feb 7, 2022",97,71,0,0,0,
"06:28:42AM Feb 7, 2022",97,67,0,0,0,
"06:28:46AM Feb 7, 2022",97,65,0,0,0,
"06:28:50AM Feb 7, 2022",97,70,0,0,0,
"06:28:54AM Feb 7, 2022",97,72,0,0,0,
"06:28:58AM Feb 7, 2022",97,65,0,0,0,
"06:29:02AM Feb 7, 2022",97,60,0,0,0,
"06:29:06AM Feb 7, 2022",97,70,0,0,0,
"06:29:10AM Feb 7, 2022",97,73,0,0,0,
"06:29:14AM Feb 7, 2022",97,70,0,0,0,
"06:29:18AM Feb 7, 2022",97,70,0,0,0,
"06:29:22AM Feb 7, 2022",97,67,0,0,0,
"06:29:26AM Feb 7, 2022",97,69,0,0,0,
"06:29:30AM Feb 7, 2022",97,70,1,0,0,
"06:29:34AM Feb 7, 2022",97,70,0,0,0,
"06:29:38AM Feb 7, 2022",97,72,0,0,0,
"06:29:42AM Feb 7, 2022",97,74,0,0,0,
"06:29:46AM Feb 7, 2022",97,76,0,0,0,
"06:29:50AM Feb 7, 2022",97,73,0,0,0,
"06:29:54AM Feb 7, 2022",97,72,0,0,0,
"06:29:58AM Feb 7, 2022",97,68,0,0,0,
"06:30:02AM Feb 7, 2022",97,64,0,0,0,
"06:30:06AM Feb 7, 2022",97,68,0,0,0,
"06:30:10AM Feb 7, 2022",97,73,0,0,0,
"06:30:14AM Feb 7, 2022",97,73,0,0,0,
"06:30:18AM Feb 7, 2022",97,72,0,0,0,
"06:30:22AM Feb 7, 2022",97,72,0,0,0,
"06:30:26AM Feb 7, 2022",97,74,0,0,0,
"06:30:30AM Feb 7, 2022",97,70,0,0,0,
"06:30:34AM Feb 7, 2022",97,66,0,0,0,
"06:30:38AM Feb 7, 2022",97,71,0,0,0,
"06:30:42AM Feb 7, 2022",97,72,0,0,0,
"06:30:46AM Feb 7, 2022",97,65,0,0,0,
"06:30:50AM Feb 7, 2022",97,66,0,0,0,
"06:30:54AM Feb 7, 2022",97,73,0,0,0,
"06:30:58AM Feb 7, 2022",97,76,0,0,0,
"06:31:02AM Feb 7, 2022",97,67,0,0,0,
"06:31:06AM Feb 7, 2022",97,63,0,0,0,
"06:31:10AM Feb 7, 2022",97,66,0,0,0,
"06:31:14AM Feb 7, 2022",97,70,0,0,0,
"06:31:18AM Feb 7, 2022",97,66,0,0,0,
"06:31:22AM Feb 7, 2022",97,67,0,0,0,
"06:31:26AM Feb 7, 2022",97,74,0,0,0,
"06:31:30AM Feb 7, 2022",97,74,0,0,0,
"06:31:34AM Feb 7, 2022",97,73,0,0,0,
"06:31:38AM Feb 7, 2022",97,69,0,0,0,
"06:31:42AM Feb 7, 2022",97,70,0,0,0,
"06:31:46AM Feb 7, 2022",97,74,0,0,0,
"06:31:50AM Feb 7, 2022",97,77,0,0,0,
"06:31:54AM Feb 7, 2022",97,72,0,0,0,
"06:31:58AM Feb 7, 2022",97,71,0,0,0,
"06:32:02AM Feb 7, 2022",97,66,0,0,0,
"06:32:06AM Feb 7, 2022",97,67,0,0,0,
"06:32:10AM Feb 7, 2022",97,66,0,0,0,
"06:32:14AM Feb 7, 2022",97,71,0,0,0,
"06:32:18AM Feb 7, 2022",97,68,0,0,0,
"06:32:22AM Feb 7, 2022",97,70,0,0,0,
"06:32:26AM Feb 7, 2022",97,73,0,0,0,
"06:32:30AM Feb 7, 2022",97,72,0,0,0,
"06:32:34AM Feb 7, 2022",97,76,0,0,0,
"06:32:38AM Feb 7, 2022",97,71,0,0,0,
"06:32:42AM Feb 7, 2022",97,72,0,0,0,
"06:32:46AM Feb 7, 2022",97,68,0,0,0,
"06:32:50AM Feb 7, 2022",97,68,0,0,0,
"06:32:54AM Feb 7, 2022",97,70,0,0,0,
"06:32:58AM Feb 7, 2022",97,71,0,0,0,
"06:33:02AM Feb 7, 2022",97,72,0,0,0,
"06:33:06AM Feb 7, 2022",96,66,0,0,0,
"06:33:10AM Feb 7, 2022",97,72,0,0,0,
"06:33:14AM Feb 7, 2022",97,79,0,0,0,
"06:33:18AM Feb 7, 2022",97,78,0,0,0,
"06:33:22AM Feb 7, 2022",97,72,0,0,0,
"06:33:26AM Feb 7, 2022",97,69,0,0,0,
"06:33:30AM Feb 7, 2022",97,72,0,0,0,
"06:33:34AM Feb 7, 2022",97,69,0,0,0,
"06:33:38AM Feb 7, 2022",97,71,0,0,0,
